Year,Gross Monthly Salary ($),Current Subsidy ($),Additional increment for Resale 3 room subsidy (%),Additional increment for Resale 4 room subsidy (%),Additional increment for Resale 5 room subsidy (%)
2023,4550,65000,50.3,364.53,518.44
